1	56.611800	-0.698876
2	43.552700	0.685013
3	57.318700	-0.818747
4	42.64700	0.825263
5	57.419800	-0.837163
6	43.810800	0.651462
7	56.328800	-0.65972
8	44.263600	0.613092
9	55.883500	-0.659098
10	44.655200	0.558718
11	55.440600	-0.604417
12	45.153500	0.503548
13	55.253300	-0.575682
14	44.763700	0.592216
15	55.19700	-0.58908
16	44.877600	0.561042
17	55.110200	-0.554293
18	45.414100	0.451355
19	55.446900	-0.590869
20	45.626600	0.411776
21	54.803400	-0.482954
22	45.65100	0.413141
23	55.339900	-0.616025
24	45.053800	0.561246
25	54.774500	-0.537582
26	45.581300	0.418854
27	54.421500	-0.416548
28	45.685400	0.396293
29	54.75500	-0.464289
30	45.067500	0.491621
31	55.02600	-0.507163
32	44.963700	0.50758
33	54.336500	-0.398612
34	45.687900	0.393459
35	56.741200	-0.806086
36	43.91600	0.705541
37	57.018700	-0.840626
38	43.424500	0.764571
39	56.81200	-0.850749
40	43.343700	0.815755
41	56.882300	-0.918546
42	43.755800	0.684935
43	57.460700	-0.99282
44	43.568800	0.775056
45	60.756700	-1.55394
46	42.759200	0.888168
47	57.829400	-0.976607
48	44.560300	0.53483
49	56.080200	-0.631947
50	46.728800	0.209109
51	56.330600	-0.691513
52	43.666300	0.704535
53	56.427900	-0.6632
54	45.339400	0.437248
55	58.481300	-1.07818
56	44.879300	0.489207
57	58.176800	-1.06969
58	49.976400	-0.23565
59	54.74700	-0.493068
60	51.45500	-0.477736
61	49.263600	0.364589
62	50.86600	-0.387233
63	49.633500	0.29275
64	56.156900	-1.23241
65	50.710500	0.130231
66	50.966600	-0.356544
67	49.470100	0.317961
68	63.872600	-2.63236
69	42.640500	1.39134
70	63.173900	-2.3534
71	39.656800	1.87893
72	60.859500	-1.92033
73	52.358900	-0.0885863
74	47.576700	0.0406138
75	53.065700	-0.31976
76	52.601400	-0.761146
77	47.734900	0.607057
78	61.824500	-2.58652
79	37.818800	2.14778
80	61.450300	-2.04352
81	37.884600	2.15452
82	60.804200	-1.91661
83	38.751700	2.01851
84	67.23800	-2.71613
85	35.826400	2.20039
86	65.111100	-2.37814
87	36.623700	2.10114
88	63.532800	-2.06668
89	36.566300	2.08086
90	68.835900	-2.80108
91	30.377300	2.94435
92	69.064200	-2.82632
93	32.871300	2.54581
94	69.524700	-2.78707
95	31.950900	2.55776
96	67.464300	-2.44099
97	33.442200	2.52445
98	67.173700	-2.66933
99	46.096300	0.969734
100	55.000500	-1.1499
101	57.296800	-0.708134
102	46.879900	-0.0345456
103	59.295700	-1.06501
104	39.703800	1.1997
105	61.932500	-1.45484
106	65.36900	-2.78585
107	56.685100	-0.413891
108	41.548100	0.614864
109	68.297700	-2.72555
110	33.20400	2.47121
111	73.233200	-3.53128
112	27.780400	2.46073
113	74.155200	-3.88117
114	34.863500	2.11463
115	66.413700	-2.46527
116	35.866300	1.82045
117	64.896800	-2.10361
118	34.951600	2.20875
119	63.511900	-1.87987
120	35.924100	2.0648
121	66.263100	-2.47068
122	41.083900	1.04511
123	58.505400	-0.870826
124	44.369100	0.384582
125	55.506400	-0.357782
126	47.689900	-0.154187
127	57.363700	-0.646809
128	42.574900	0.563519
129	56.81500	-0.502798
130	43.352700	0.436627
131	64.446200	-2.02526
132	40.137600	0.938016
133	64.277700	-2.02601
134	41.937700	0.704671
135	64.045100	-2.14378
136	46.504100	0.388442
137	56.805300	-0.695366
138	42.749700	0.770362
139	64.627100	-1.80978
140	43.439300	1.04089
141	61.352300	-2.01635
142	47.499100	-0.066625
143	52.105400	0.21118
144	49.019700	0.0804295
145	51.41300	-0.0941491
146	48.917900	-0.100763
147	58.15700	-1.05581
148	48.186300	0.250345
149	56.218800	-1.44329
150	44.155600	0.919099
151	60.29400	-1.37502
152	42.057400	0.918103
153	60.447400	-1.04904
154	58.612900	-1.87322
155	41.941600	1.78086
156	58.164500	-1.80818
157	44.267800	1.38477
158	55.165600	-1.28616
159	44.2400	1.42881
160	55.071300	-1.26853
161	45.601200	1.27494
162	57.516800	-1.65589
163	56.008100	-0.519422
164	48.966500	-0.258517
165	54.887500	-0.249016
166	57.910600	-2.2923
167	45.577300	1.65319
168	65.120600	-4.5731
169	41.709700	1.40636
170	62.33200	-2.85966
171	70.197200	-2.45454
172	30.737900	2.14317
173	68.032200	-1.99823
174	31.469100	2.2378
175	70.11100	-2.18903
176	34.251700	1.84126
177	63.563500	-1.4677
178	37.605100	1.27634
179	63.002800	-1.38797
180	46.281100	0.238604
181	61.888400	-1.24623
182	43.261800	1.25774
183	86.730800	-7.18301
184	31.801200	3.15366
185	84.794500	-5.52963
186	16.886800	4.90188
187	82.924500	-3.55476
188	20.172400	3.45385
